242, 150
242, 152
242, 153
244, 150
244, 152
244, 153
246, 153
248, 148
248, 139
248, 140
240, 150
240, 152
240, 153
230, 161
232, 155
232, 156
232, 158
232, 159
234, 156
234, 158
234, 159
236, 156
236, 158
236, 159
242, 61
244, 53
244, 60
246, 53
248, 53
240, 60
240, 61
240, 44
242, 44
242, 48
242, 63
242, 64
246, 63
248, 63
226, 23
232, 27
234, 23
234, 27
236, 21
236, 25
238, 20
238, 21
238, 25
216, 178
222, 176
218, 112
218, 113
218, 115
218, 116
218, 117
218, 119
220, 110
220, 112
220, 113
220, 115
220, 116
220, 117
220, 119
222, 116
222, 117
222, 119
224, 117
224, 119
226, 119
214, 112
214, 113
216, 110
216, 112
216, 113
216, 115
216, 116
216, 117
216, 119
210, 107
214, 104
216, 103
216, 104
210, 106
208, 102
210, 102
180, 132
184, 126
184, 127
164, 132
164, 133
164, 135
166, 132
166, 133
166, 135
168, 132
168, 133
186, 73
186, 74
188, 71
188, 73
188, 76
188, 77
190, 70
190, 71
190, 77
190, 79
192, 73
192, 74
194, 70
194, 71
194, 73
194, 74
194, 76
196, 70
196, 74
198, 74
198, 76
194, 69
198, 69
186, 83
186, 84
190, 80
190, 81
202, 66
202, 67
204, 63
204, 64
204, 66
204, 67
206, 64
206, 66
206, 67
172, 58
174, 60
166, 70
170, 74
170, 76
172, 74
172, 76
168, 77
168, 80
170, 77
170, 79
170, 80
172, 79
172, 81
174, 79
162, 71
162, 73
164, 70
164, 71
164, 73
164, 69
178, 74
182, 73
182, 74
182, 76
178, 64
180, 63
182, 61
182, 64
182, 66
184, 63
186, 63
186, 64
176, 58
178, 57
178, 58
178, 60
180, 57
180, 58
180, 60
182, 57
182, 58
182, 60
186, 58
186, 60
186, 61
176, 63
176, 67
178, 67
180, 66
180, 67
162, 51
162, 53
162, 54
162, 56
164, 51
164, 53
164, 54
164, 56
166, 51
166, 53
166, 54
166, 56
168, 51
168, 53
168, 54
168, 56
170, 53
170, 54
170, 56
160, 51
160, 53
160, 54
160, 56
128, 173
128, 175
128, 176
128, 178
130, 173
130, 175
130, 176
130, 178
132, 173
132, 175
132, 176
132, 178
126, 171
126, 172
128, 171
128, 172
130, 171
130, 172
132, 171
132, 172
126, 169
128, 169
130, 169
132, 168
132, 169
126, 166
126, 168
128, 166
128, 168
132, 166
126, 178
124, 171
126, 173
124, 169
124, 166
124, 168
124, 178
118, 173
118, 175
120, 173
122, 173
124, 173
122, 168
122, 169
122, 171
122, 172
130, 161
130, 162
130, 163
130, 165
132, 163
132, 165
136, 161
126, 158
126, 161
126, 162
126, 163
126, 165
128, 161
128, 162
128, 163
122, 159
122, 161
122, 162
122, 163
122, 165
122, 166
124, 161
124, 162
124, 163
124, 165
122, 156
124, 156
124, 158
158, 171
