242, 150
242, 151
242, 153
244, 150
244, 151
244, 153
246, 153
248, 148
248, 144
248, 145
240, 150
240, 151
240, 153
230, 164
232, 157
232, 159
232, 161
232, 162
234, 159
234, 161
234, 162
236, 159
236, 161
236, 162
242, 48
242, 44
242, 46
244, 48
246, 48
240, 46
240, 48
236, 38
236, 37
240, 41
242, 49
242, 51
244, 49
246, 49
198, 34
200, 32
206, 30
202, 32
208, 29
206, 32
210, 27
210, 29
208, 32
226, 182
226, 181
214, 127
214, 128
214, 130
214, 131
214, 133
214, 134
216, 125
216, 127
216, 128
216, 130
216, 131
216, 133
216, 134
218, 131
218, 133
218, 134
220, 133
220, 134
222, 134
210, 127
210, 128
212, 125
212, 127
212, 128
212, 130
212, 131
212, 133
212, 134
212, 122
220, 117
222, 117
222, 119
212, 120
208, 117
208, 119
176, 145
180, 139
180, 140
176, 136
176, 137
176, 139
178, 136
178, 137
178, 139
180, 136
176, 140
218, 86
218, 88
220, 85
220, 86
218, 89
222, 89
220, 82
220, 83
224, 89
224, 91
224, 85
224, 86
224, 82
226, 83
226, 85
226, 86
226, 88
228, 82
228, 86
230, 86
230, 88
224, 80
230, 80
224, 96
224, 97
224, 92
224, 94
178, 55
178, 57
180, 52
180, 54
180, 55
180, 57
182, 54
182, 55
182, 57
192, 77
194, 78
204, 108
206, 105
206, 106
210, 105
210, 106
200, 96
200, 99
202, 94
202, 96
202, 99
204, 96
204, 100
206, 96
198, 108
198, 109
200, 106
200, 108
200, 109
200, 105
218, 102
216, 99
216, 100
216, 102
170, 75
172, 71
170, 66
172, 72
172, 74
172, 66
174, 66
174, 68
164, 63
168, 61
166, 63
166, 65
170, 61
170, 63
168, 65
172, 61
172, 63
172, 65
174, 61
174, 63
174, 65
168, 71
168, 78
170, 78
172, 77
172, 78
162, 37
162, 38
162, 40
162, 41
164, 37
164, 38
164, 40
164, 41
166, 37
166, 38
166, 40
166, 41
168, 37
168, 38
168, 40
168, 41
170, 38
170, 40
172, 43
160, 37
160, 38
160, 40
160, 41
144, 187
144, 188
144, 190
144, 192
146, 187
146, 188
146, 190
146, 192
148, 187
148, 188
148, 190
148, 192
142, 184
142, 185
144, 184
144, 185
146, 184
146, 185
148, 184
148, 185
142, 182
144, 182
146, 182
148, 181
148, 182
142, 178
142, 179
144, 178
144, 179
148, 179
138, 192
140, 184
138, 185
140, 182
140, 178
140, 179
136, 192
130, 184
130, 185
132, 184
134, 184
136, 185
134, 178
134, 179
134, 181
134, 182
146, 167
146, 168
146, 170
146, 171
148, 168
148, 171
152, 165
144, 165
142, 167
142, 168
142, 170
142, 171
144, 167
144, 168
144, 170
138, 165
138, 167
138, 168
138, 170
138, 171
138, 173
140, 167
140, 168
140, 170
140, 171
140, 164
142, 164
142, 165
182, 178
182, 175
184, 178
184, 179
184, 175
186, 179
186, 175
186, 176
134, 167
134, 168
134, 170
134, 171
134, 173
136, 165
136, 167
136, 168
136, 170
136, 171
136, 173
142, 162
138, 161
